Temperature - (Celsius), Year, Statistics, Country, ISO3
13.8185, 2004, Jun Average, Denmark, DNK
15.5819, 2004, Jul Average, Denmark, DNK
18.1891, 2004, Aug Average, Denmark, DNK
13.9314, 2004, Sep Average, Denmark, DNK
9.49961, 2004, Oct Average, Denmark, DNK
5.02192, 2004, Nov Average, Denmark, DNK
3.50089, 2004, Dec Average, Denmark, DNK
3.09381, 2005, Jan Average, Denmark, DNK
-0.0488, 2005, Feb Average, Denmark, DNK
1.56727, 2005, Mar Average, Denmark, DNK
7.67632, 2005, Apr Average, Denmark, DNK
11.0977, 2005, May Average, Denmark, DNK
14.2533, 2005, Jun Average, Denmark, DNK
17.6925, 2005, Jul Average, Denmark, DNK
15.7891, 2005, Aug Average, Denmark, DNK
14.6205, 2005, Sep Average, Denmark, DNK
11.0259, 2005, Oct Average, Denmark, DNK
5.8808, 2005, Nov Average, Denmark, DNK
2.07994, 2005, Dec Average, Denmark, DNK
-1.534, 2006, Jan Average, Denmark, DNK
0.09628, 2006, Feb Average, Denmark, DNK
-0.2019, 2006, Mar Average, Denmark, DNK
6.34242, 2006, Apr Average, Denmark, DNK
11.6354, 2006, May Average, Denmark, DNK
15.4007, 2006, Jun Average, Denmark, DNK
19.9446, 2006, Jul Average, Denmark, DNK
17.3303, 2006, Aug Average, Denmark, DNK
16.2795, 2006, Sep Average, Denmark, DNK
12.3155, 2006, Oct Average, Denmark, DNK
7.74291, 2006, Nov Average, Denmark, DNK
6.45062, 2006, Dec Average, Denmark, DNK
4.56562, 2007, Jan Average, Denmark, DNK
1.89857, 2007, Feb Average, Denmark, DNK
6.17297, 2007, Mar Average, Denmark, DNK
9.41354, 2007, Apr Average, Denmark, DNK
11.9284, 2007, May Average, Denmark, DNK
16.3953, 2007, Jun Average, Denmark, DNK
16.2207, 2007, Jul Average, Denmark, DNK
16.9877, 2007, Aug Average, Denmark, DNK
13.0647, 2007, Sep Average, Denmark, DNK
8.84762, 2007, Oct Average, Denmark, DNK
4.88357, 2007, Nov Average, Denmark, DNK
3.29184, 2007, Dec Average, Denmark, DNK
3.60583, 2008, Jan Average, Denmark, DNK
4.22838, 2008, Feb Average, Denmark, DNK
3.8019, 2008, Mar Average, Denmark, DNK
7.66164, 2008, Apr Average, Denmark, DNK
13.1609, 2008, May Average, Denmark, DNK
15.4819, 2008, Jun Average, Denmark, DNK
17.9869, 2008, Jul Average, Denmark, DNK
16.9058, 2008, Aug Average, Denmark, DNK
13.2588, 2008, Sep Average, Denmark, DNK
9.77508, 2008, Oct Average, Denmark, DNK
5.75179, 2008, Nov Average, Denmark, DNK
2.2478, 2008, Dec Average, Denmark, DNK
0.44195, 2009, Jan Average, Denmark, DNK
0.42592, 2009, Feb Average, Denmark, DNK
4.00899, 2009, Mar Average, Denmark, DNK
9.57888, 2009, Apr Average, Denmark, DNK
11.9181, 2009, May Average, Denmark, DNK
14.1832, 2009, Jun Average, Denmark, DNK
17.827, 2009, Jul Average, Denmark, DNK
17.7433, 2009, Aug Average, Denmark, DNK
14.5128, 2009, Sep Average, Denmark, DNK
7.87843, 2009, Oct Average, Denmark, DNK
7.02459, 2009, Nov Average, Denmark, DNK
0.40975, 2009, Dec Average, Denmark, DNK
-3.7708, 2010, Jan Average, Denmark, DNK
-2.3204, 2010, Feb Average, Denmark, DNK
2.78811, 2010, Mar Average, Denmark, DNK
7.3238, 2010, Apr Average, Denmark, DNK
9.6597, 2010, May Average, Denmark, DNK
14.347, 2010, Jun Average, Denmark, DNK
19.3534, 2010, Jul Average, Denmark, DNK
16.7475, 2010, Aug Average, Denmark, DNK
12.9499, 2010, Sep Average, Denmark, DNK
8.68305, 2010, Oct Average, Denmark, DNK
3.02535, 2010, Nov Average, Denmark, DNK
-4.1157, 2010, Dec Average, Denmark, DNK
0.13516, 2011, Jan Average, Denmark, DNK
-0.472, 2011, Feb Average, Denmark, DNK
3.02469, 2011, Mar Average, Denmark, DNK
9.67891, 2011, Apr Average, Denmark, DNK
12.0192, 2011, May Average, Denmark, DNK
15.6274, 2011, Jun Average, Denmark, DNK
16.8123, 2011, Jul Average, Denmark, DNK
16.581, 2011, Aug Average, Denmark, DNK
14.5201, 2011, Sep Average, Denmark, DNK
9.98266, 2011, Oct Average, Denmark, DNK
6.32891, 2011, Nov Average, Denmark, DNK
4.09946, 2011, Dec Average, Denmark, DNK
1.88948, 2012, Jan Average, Denmark, DNK
-0.8116, 2012, Feb Average, Denmark, DNK
5.75775, 2012, Mar Average, Denmark, DNK
6.72381, 2012, Apr Average, Denmark, DNK
12.4413, 2012, May Average, Denmark, DNK
13.4681, 2012, Jun Average, Denmark, DNK
16.5155, 2012, Jul Average, Denmark, DNK
17.1335, 2012, Aug Average, Denmark, DNK
13.4085, 2012, Sep Average, Denmark, DNK
8.86739, 2012, Oct Average, Denmark, DNK
5.94028, 2012, Nov Average, Denmark, DNK
-0.0653, 2012, Dec Average, Denmark, DNK
-0.1109, 2013, Jan Average, Denmark, DNK
-0.51, 2013, Feb Average, Denmark, DNK
-0.6061, 2013, Mar Average, Denmark, DNK
6.15755, 2013, Apr Average, Denmark, DNK
12.3917, 2013, May Average, Denmark, DNK
14.8105, 2013, Jun Average, Denmark, DNK
18.0482, 2013, Jul Average, Denmark, DNK
17.4822, 2013, Aug Average, Denmark, DNK
13.3983, 2013, Sep Average, Denmark, DNK
10.8866, 2013, Oct Average, Denmark, DNK
5.86506, 2013, Nov Average, Denmark, DNK
4.87719, 2013, Dec Average, Denmark, DNK
1.12533, 2014, Jan Average, Denmark, DNK
3.9491, 2014, Feb Average, Denmark, DNK
6.10089, 2014, Mar Average, Denmark, DNK
9.22846, 2014, Apr Average, Denmark, DNK
12.0459, 2014, May Average, Denmark, DNK
15.3266, 2014, Jun Average, Denmark, DNK
19.5949, 2014, Jul Average, Denmark, DNK
16.4083, 2014, Aug Average, Denmark, DNK
15.1138, 2014, Sep Average, Denmark, DNK
12.2148, 2014, Oct Average, Denmark, DNK
7.40877, 2014, Nov Average, Denmark, DNK
3.54848, 2014, Dec Average, Denmark, DNK
2.54286, 2015, Jan Average, Denmark, DNK
1.5806, 2015, Feb Average, Denmark, DNK
4.76278, 2015, Mar Average, Denmark, DNK
7.36301, 2015, Apr Average, Denmark, DNK
10.1277, 2015, May Average, Denmark, DNK
13.4474, 2015, Jun Average, Denmark, DNK
16.391, 2015, Jul Average, Denmark, DNK
17.8878, 2015, Aug Average, Denmark, DNK
13.3752, 2015, Sep Average, Denmark, DNK
9.13868, 2015, Oct Average, Denmark, DNK
7.31066, 2015, Nov Average, Denmark, DNK
6.57103, 2015, Dec Average, Denmark, DNK
-0.3752, 2016, Jan Average, Denmark, DNK
2.36807, 2016, Feb Average, Denmark, DNK
3.77877, 2016, Mar Average, Denmark, DNK
6.73868, 2016, Apr Average, Denmark, DNK
13.1824, 2016, May Average, Denmark, DNK
16.0654, 2016, Jun Average, Denmark, DNK
17.0864, 2016, Jul Average, Denmark, DNK
16.4464, 2016, Aug Average, Denmark, DNK
16.3128, 2016, Sep Average, Denmark, DNK
8.72842, 2016, Oct Average, Denmark, DNK
4.13792, 2016, Nov Average, Denmark, DNK
4.20316, 2016, Dec Average, Denmark, DNK
24.3702, 1991, Jan Average, Djibouti, DJI
25.3504, 1991, Feb Average, Djibouti, DJI
26.0375, 1991, Mar Average, Djibouti, DJI
28.5835, 1991, Apr Average, Djibouti, DJI
29.6678, 1991, May Average, Djibouti, DJI
31.7171, 1991, Jun Average, Djibouti, DJI
32.3405, 1991, Jul Average, Djibouti, DJI
32.034, 1991, Aug Average, Djibouti, DJI
29.6489, 1991, Sep Average, Djibouti, DJI
27.4064, 1991, Oct Average, Djibouti, DJI
25.2065, 1991, Nov Average, Djibouti, DJI
23.7776, 1991, Dec Average, Djibouti, DJI
22.2789, 1992, Jan Average, Djibouti, DJI
23.0578, 1992, Feb Average, Djibouti, DJI
26.2103, 1992, Mar Average, Djibouti, DJI
28.1988, 1992, Apr Average, Djibouti, DJI
30.3168, 1992, May Average, Djibouti, DJI
32.026, 1992, Jun Average, Djibouti, DJI
32.4593, 1992, Jul Average, Djibouti, DJI
31.1494, 1992, Aug Average, Djibouti, DJI
29.6369, 1992, Sep Average, Djibouti, DJI
27.2908, 1992, Oct Average, Djibouti, DJI
25.4525, 1992, Nov Average, Djibouti, DJI
23.9917, 1992, Dec Average, Djibouti, DJI
23.7576, 1993, Jan Average, Djibouti, DJI
23.6679, 1993, Feb Average, Djibouti, DJI
26.4241, 1993, Mar Average, Djibouti, DJI
27.1344, 1993, Apr Average, Djibouti, DJI
29.0239, 1993, May Average, Djibouti, DJI
31.633, 1993, Jun Average, Djibouti, DJI
31.6417, 1993, Jul Average, Djibouti, DJI
30.8558, 1993, Aug Average, Djibouti, DJI
30.3729, 1993, Sep Average, Djibouti, DJI
27.8002, 1993, Oct Average, Djibouti, DJI
25.6856, 1993, Nov Average, Djibouti, DJI
23.0184, 1993, Dec Average, Djibouti, DJI
23.3402, 1994, Jan Average, Djibouti, DJI
24.2687, 1994, Feb Average, Djibouti, DJI
26.04, 1994, Mar Average, Djibouti, DJI
28.9216, 1994, Apr Average, Djibouti, DJI
29.9546, 1994, May Average, Djibouti, DJI
32.1764, 1994, Jun Average, Djibouti, DJI
32.2417, 1994, Jul Average, Djibouti, DJI
31.3353, 1994, Aug Average, Djibouti, DJI
29.4728, 1994, Sep Average, Djibouti, DJI
26.9495, 1994, Oct Average, Djibouti, DJI
24.6526, 1994, Nov Average, Djibouti, DJI
23.8196, 1994, Dec Average, Djibouti, DJI
23.3523, 1995, Jan Average, Djibouti, DJI
24.7265, 1995, Feb Average, Djibouti, DJI
26.1979, 1995, Mar Average, Djibouti, DJI
27.9242, 1995, Apr Average, Djibouti, DJI
30.0422, 1995, May Average, Djibouti, DJI
31.0714, 1995, Jun Average, Djibouti, DJI
32.2698, 1995, Jul Average, Djibouti, DJI
31.6751, 1995, Aug Average, Djibouti, DJI
30.5703, 1995, Sep Average, Djibouti, DJI
27.9285, 1995, Oct Average, Djibouti, DJI
25.6254, 1995, Nov Average, Djibouti, DJI
24.6886, 1995, Dec Average, Djibouti, DJI
24.3044, 1996, Jan Average, Djibouti, DJI
25.1534, 1996, Feb Average, Djibouti, DJI
26.5218, 1996, Mar Average, Djibouti, DJI
29.3126, 1996, Apr Average, Djibouti, DJI
29.4505, 1996, May Average, Djibouti, DJI
30.531, 1996, Jun Average, Djibouti, DJI
32.3276, 1996, Jul Average, Djibouti, DJI
31.6712, 1996, Aug Average, Djibouti, DJI
30.7751, 1996, Sep Average, Djibouti, DJI
27.6941, 1996, Oct Average, Djibouti, DJI
25.0165, 1996, Nov Average, Djibouti, DJI
23.8406, 1996, Dec Average, Djibouti, DJI
23.8766, 1997, Jan Average, Djibouti, DJI
24.1369, 1997, Feb Average, Djibouti, DJI
26.5147, 1997, Mar Average, Djibouti, DJI
27.4137, 1997, Apr Average, Djibouti, DJI
29.4555, 1997, May Average, Djibouti, DJI
31.5304, 1997, Jun Average, Djibouti, DJI
32.9228, 1997, Jul Average, Djibouti, DJI
32.0751, 1997, Aug Average, Djibouti, DJI
30.6632, 1997, Sep Average, Djibouti, DJI
27.3643, 1997, Oct Average, Djibouti, DJI
26.0655, 1997, Nov Average, Djibouti, DJI
24.1153, 1997, Dec Average, Djibouti, DJI
24.2694, 1998, Jan Average, Djibouti, DJI
25.6344, 1998, Feb Average, Djibouti, DJI
27.1108, 1998, Mar Average, Djibouti, DJI
29.4239, 1998, Apr Average, Djibouti, DJI
30.4755, 1998, May Average, Djibouti, DJI
33.0628, 1998, Jun Average, Djibouti, DJI
32.5999, 1998, Jul Average, Djibouti, DJI
31.6337, 1998, Aug Average, Djibouti, DJI
30.5791, 1998, Sep Average, Djibouti, DJI
27.7308, 1998, Oct Average, Djibouti, DJI
25.5665, 1998, Nov Average, Djibouti, DJI
23.8093, 1998, Dec Average, Djibouti, DJI
23.8862, 1999, Jan Average, Djibouti, DJI
25.1536, 1999, Feb Average, Djibouti, DJI
25.8604, 1999, Mar Average, Djibouti, DJI
28.4125, 1999, Apr Average, Djibouti, DJI
30.1589, 1999, May Average, Djibouti, DJI
31.3967, 1999, Jun Average, Djibouti, DJI
32.0724, 1999, Jul Average, Djibouti, DJI
30.743, 1999, Aug Average, Djibouti, DJI
30.123, 1999, Sep Average, Djibouti, DJI
26.4831, 1999, Oct Average, Djibouti, DJI
24.8509, 1999, Nov Average, Djibouti, DJI
23.7562, 1999, Dec Average, Djibouti, DJI
23.384, 2000, Jan Average, Djibouti, DJI
24.9543, 2000, Feb Average, Djibouti, DJI
25.9892, 2000, Mar Average, Djibouti, DJI
28.7289, 2000, Apr Average, Djibouti, DJI
29.8512, 2000, May Average, Djibouti, DJI
32.1673, 2000, Jun Average, Djibouti, DJI
32.8812, 2000, Jul Average, Djibouti, DJI
31.7493, 2000, Aug Average, Djibouti, DJI
30.2004, 2000, Sep Average, Djibouti, DJI
27.177, 2000, Oct Average, Djibouti, DJI
26.0508, 2000, Nov Average, Djibouti, DJI
23.8069, 2000, Dec Average, Djibouti, DJI
23.7694, 2001, Jan Average, Djibouti, DJI
24.608, 2001, Feb Average, Djibouti, DJI
26.3382, 2001, Mar Average, Djibouti, DJI
29.3126, 2001, Apr Average, Djibouti, DJI
29.6374, 2001, May Average, Djibouti, DJI
31.396, 2001, Jun Average, Djibouti, DJI
32.4934, 2001, Jul Average, Djibouti, DJI
31.1197, 2001, Aug Average, Djibouti, DJI
30.1509, 2001, Sep Average, Djibouti, DJI
28.132, 2001, Oct Average, Djibouti, DJI
25.401, 2001, Nov Average, Djibouti, DJI
24.4947, 2001, Dec Average, Djibouti, DJI
23.3214, 2002, Jan Average, Djibouti, DJI
25.3106, 2002, Feb Average, Djibouti, DJI
26.5933, 2002, Mar Average, Djibouti, DJI
28.9288, 2002, Apr Average, Djibouti, DJI
31.2498, 2002, May Average, Djibouti, DJI
32.3483, 2002, Jun Average, Djibouti, DJI
33.6593, 2002, Jul Average, Djibouti, DJI
32.5441, 2002, Aug Average, Djibouti, DJI
30.6302, 2002, Sep Average, Djibouti, DJI
27.1769, 2002, Oct Average, Djibouti, DJI
26.4108, 2002, Nov Average, Djibouti, DJI
24.8852, 2002, Dec Average, Djibouti, DJI
24.2671, 2003, Jan Average, Djibouti, DJI
26.0484, 2003, Feb Average, Djibouti, DJI
26.9574, 2003, Mar Average, Djibouti, DJI
28.9225, 2003, Apr Average, Djibouti, DJI
31.1585, 2003, May Average, Djibouti, DJI
32.3075, 2003, Jun Average, Djibouti, DJI
32.0619, 2003, Jul Average, Djibouti, DJI
31.7683, 2003, Aug Average, Djibouti, DJI
29.4821, 2003, Sep Average, Djibouti, DJI
27.7726, 2003, Oct Average, Djibouti, DJI
26.0477, 2003, Nov Average, Djibouti, DJI
23.8673, 2003, Dec Average, Djibouti, DJI
24.5784, 2004, Jan Average, Djibouti, DJI
24.8261, 2004, Feb Average, Djibouti, DJI
26.4806, 2004, Mar Average, Djibouti, DJI
28.14, 2004, Apr Average, Djibouti, DJI
30.765, 2004, May Average, Djibouti, DJI
31.5859, 2004, Jun Average, Djibouti, DJI
32.758, 2004, Jul Average, Djibouti, DJI
32.3323, 2004, Aug Average, Djibouti, DJI
30.2429, 2004, Sep Average, Djibouti, DJI
27.0005, 2004, Oct Average, Djibouti, DJI
25.7444, 2004, Nov Average, Djibouti, DJI
24.401, 2004, Dec Average, Djibouti, DJI
23.9347, 2005, Jan Average, Djibouti, DJI
26.3018, 2005, Feb Average, Djibouti, DJI
27.2173, 2005, Mar Average, Djibouti, DJI
28.7368, 2005, Apr Average, Djibouti, DJI
29.8578, 2005, May Average, Djibouti, DJI
30.7813, 2005, Jun Average, Djibouti, DJI
32.2601, 2005, Jul Average, Djibouti, DJI
32.2986, 2005, Aug Average, Djibouti, DJI
30.6732, 2005, Sep Average, Djibouti, DJI
27.8864, 2005, Oct Average, Djibouti, DJI
25.7186, 2005, Nov Average, Djibouti, DJI
23.6882, 2005, Dec Average, Djibouti, DJI
24.0929, 2006, Jan Average, Djibouti, DJI
26.0495, 2006, Feb Average, Djibouti, DJI
26.426, 2006, Mar Average, Djibouti, DJI
27.8276, 2006, Apr Average, Djibouti, DJI
30.2332, 2006, May Average, Djibouti, DJI
32.1068, 2006, Jun Average, Djibouti, DJI
32.9213, 2006, Jul Average, Djibouti, DJI
31.3889, 2006, Aug Average, Djibouti, DJI
30.1743, 2006, Sep Average, Djibouti, DJI
28.1684, 2006, Oct Average, Djibouti, DJI
25.8852, 2006, Nov Average, Djibouti, DJI
23.3238, 2006, Dec Average, Djibouti, DJI
23.3912, 2007, Jan Average, Djibouti, DJI
25.366, 2007, Feb Average, Djibouti, DJI
27.0207, 2007, Mar Average, Djibouti, DJI
28.2293, 2007, Apr Average, Djibouti, DJI
30.5323, 2007, May Average, Djibouti, DJI
31.6692, 2007, Jun Average, Djibouti, DJI
31.5457, 2007, Jul Average, Djibouti, DJI
31.4653, 2007, Aug Average, Djibouti, DJI
30.3584, 2007, Sep Average, Djibouti, DJI
27.519, 2007, Oct Average, Djibouti, DJI
26.449, 2007, Nov Average, Djibouti, DJI
23.68, 2007, Dec Average, Djibouti, DJI
23.9807, 2008, Jan Average, Djibouti, DJI
23.9752, 2008, Feb Average, Djibouti, DJI
24.8869, 2008, Mar Average, Djibouti, DJI
27.7408, 2008, Apr Average, Djibouti, DJI
30.0722, 2008, May Average, Djibouti, DJI
31.4146, 2008, Jun Average, Djibouti, DJI
32.5414, 2008, Jul Average, Djibouti, DJI
31.8513, 2008, Aug Average, Djibouti, DJI
30.8474, 2008, Sep Average, Djibouti, DJI
27.8686, 2008, Oct Average, Djibouti, DJI
25.0823, 2008, Nov Average, Djibouti, DJI
24.0343, 2008, Dec Average, Djibouti, DJI
23.8607, 2009, Jan Average, Djibouti, DJI
25.7394, 2009, Feb Average, Djibouti, DJI
26.8095, 2009, Mar Average, Djibouti, DJI
29.4104, 2009, Apr Average, Djibouti, DJI
30.924, 2009, May Average, Djibouti, DJI
33.0269, 2009, Jun Average, Djibouti, DJI
32.8667, 2009, Jul Average, Djibouti, DJI
32.6619, 2009, Aug Average, Djibouti, DJI
31.7188, 2009, Sep Average, Djibouti, DJI
27.9944, 2009, Oct Average, Djibouti, DJI
26.1728, 2009, Nov Average, Djibouti, DJI
24.7581, 2009, Dec Average, Djibouti, DJI
24.4322, 2010, Jan Average, Djibouti, DJI
25.8068, 2010, Feb Average, Djibouti, DJI
26.1312, 2010, Mar Average, Djibouti, DJI
30.0985, 2010, Apr Average, Djibouti, DJI
31.0287, 2010, May Average, Djibouti, DJI
32.2678, 2010, Jun Average, Djibouti, DJI
32.4704, 2010, Jul Average, Djibouti, DJI
31.5802, 2010, Aug Average, Djibouti, DJI
30.5508, 2010, Sep Average, Djibouti, DJI
28.4051, 2010, Oct Average, Djibouti, DJI
26.4738, 2010, Nov Average, Djibouti, DJI
25.3053, 2010, Dec Average, Djibouti, DJI
23.6539, 2011, Jan Average, Djibouti, DJI
25.4767, 2011, Feb Average, Djibouti, DJI
26.0408, 2011, Mar Average, Djibouti, DJI
29.0397, 2011, Apr Average, Djibouti, DJI
30.0876, 2011, May Average, Djibouti, DJI
32.8321, 2011, Jun Average, Djibouti, DJI
33.8595, 2011, Jul Average, Djibouti, DJI
32.1948, 2011, Aug Average, Djibouti, DJI
30.8634, 2011, Sep Average, Djibouti, DJI
27.4786, 2011, Oct Average, Djibouti, DJI
26.5805, 2011, Nov Average, Djibouti, DJI
24.559, 2011, Dec Average, Djibouti, DJI
24.1185, 2012, Jan Average, Djibouti, DJI
25.9297, 2012, Feb Average, Djibouti, DJI
26.9012, 2012, Mar Average, Djibouti, DJI
28.7902, 2012, Apr Average, Djibouti, DJI
30.956, 2012, May Average, Djibouti, DJI
32.0224, 2012, Jun Average, Djibouti, DJI
32.6608, 2012, Jul Average, Djibouti, DJI
31.865, 2012, Aug Average, Djibouti, DJI
31.0265, 2012, Sep Average, Djibouti, DJI
28.6234, 2012, Oct Average, Djibouti, DJI
26.3141, 2012, Nov Average, Djibouti, DJI
