"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6619987487793","58.3139991760254","63.8479995727539","68.8030014038086","63.2019996643066","64.568000793457","65.7529983520508","66.7679977416992","67.8479995727539","69.0940017700195","70.3170013427734","63.4770011901855","62.6990013122559","62.5340003967285","61.4830017089844","60.9150009155273","59.8330001831055","59.2939987182617","53.5309982299805","48.8380012512207","44.5379981994629","38.8779983520508","38.6870002746582","38.6459999084473","38.6780014038086","38.818000793457","38.773998260498","38.5880012512207","38.3240013122559",
"Angola","AGO","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7799987792969","39.8390007019043","40.306999206543","40.7019996643066","40.1640014648438","39.7509994506836","39.0800018310547","38.6150016784668","39.0250015258789","38.7000007629395","38.1559982299805","36.9609985351563","36.5149993896484","36.1660003662109","38.4129981994629","40.2190017700195","42.2760009765625","44.5859985351563","45.9379997253418","48.726001739502","51.2179985046387","50.8769989013672","50.3300018310547","49.7770004272461","49.3889999389648","49.4420013427734","49.2669982910156","49.056999206543","48.8289985656738",
"Albania","ALB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4970016479492","47.4220008850098","47.3429985046387","47.2229995727539","47.1150016784668","46.9900016784668","46.6969985961914","46.5299987792969","46.4010009765625","46.226001739502","46.0579986572266","45.8580017089844","45.6650009155273","45.4710006713867","45.2709999084473","45.0620002746582","44.8569984436035","44.6559982299805","44.0519981384277","42.0839996337891","45.3880004882813","46.0429992675781","44.1980018615723","42.8889999389648","41.3629989624023","39.7869987487793","38.2039985656738","37.9970016479492","37.7910003662109",
"Andorra","AND","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5299050551407","34.0285920272919","33.1092321018658","32.8570453827356","31.9248153512485","31.3369043517376","30.6891554916233","29.8835633451759","29.3702362368802","29.6347973275802","28.8472410125561","28.0674708898093","28.1896999080426","28.2176343505726","27.3721206887415","26.6623321373143","26.0523624735265","25.3084949592637","24.1478303926386","23.2073744304424","23.0713041119257","22.2898561015957","22.2176716023814","22.0661655836589","21.5815091695785","21.472110123249","21.4859419154028","21.4369905384039","21.3651654949816",
"United Arab Emirates","ARE","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.45499992370605","8.35200023651123","8.19999980926514","8.08800029754639","7.99599981307983","7.98299980163574","7.90100002288818","7.75799989700317","7.7979998588562","7.89599990844727","7.2810001373291","6.73099994659424","6.22700023651123","5.78999996185303","5.40500020980835","5.00899982452393","4.58900022506714","4.25899982452393","4.17199993133545","4.18699979782104","4.21299982070923","4.16900014877319","4.09600019454956","4.01999998092651","3.87299990653992","3.79099988937378","3.75","3.70900011062622","3.66400003433228",
"Argentina","ARG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.342999994754791","0.402999997138977","0.453000009059906","0.451999992132187","0.623000025749207","0.763000011444092","0.795000016689301","0.763000011444092","0.741999983787537","0.672999978065491","0.833000004291534","0.982999980449677","1.39900004863739","1.49600005149841","1.27900004386902","1.05099999904633","1.12000000476837","1.19500005245209","1.23099994659424","1.27300000190735","0.635999977588654","0.61599999666214","0.619000017642975","0.549000024795532","0.261999994516373","0.125","0.0590000003576279","0.0579999983310699","0.0579999983310699",
"Armenia","ARM","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.435001373291","41.5110015869141","41.7929992675781","41.3380012512207","40.7809982299805","40.4339981079102","40.1319999694824","39.923999786377","39.693000793457","39.4560012817383","39.1839981079102","38.7669982910156","38.3359985351563","38.048999786377","37.564998626709","36.9850006103516","36.5299987792969","37.3520011901855","39.4500007629395","38.5960006713867","38.9290008544922","37.2729988098145","36.2760009765625","34.826000213623","35.3289985656738","33.5989990234375","33.4420013427734","33.2919998168945","33.1520004272461",
"American Samoa","ASM","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.46199989318848","5.27799987792969","5.30700016021729","5.08199977874756","4.94199991226196","5.0019998550415","5.09299993515015","4.875","4.92000007629395","4.85699987411499","4.75400018692017","4.38199996948242","3.91300010681152","3.73799991607666","3.57999992370605","3.43199992179871","3.34500002861023","3.30699992179871","3.23399996757507","3.23000001907349","2.81900000572205","2.80100011825562","2.61700010299683","2.79999995231628","2.64000010490417","2.63000011444092","2.59500002861023","2.56900000572205","2.54299998283386",
"Austria","AUT","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3600001335144","7.05000019073486","6.8899998664856","7.19899988174438","7.33599996566772","7.42799997329712","6.89200019836426","6.4850001335144","6.23299980163574","6.05100011825562","5.80499982833862","5.75899982452393","5.50400018692017","4.90199995040894","5.27400016784668","5.24399995803833","5.52699995040894","5.2519998550415","5.32200002670288","5.21299982070923","4.93800020217896","4.67500019073486","4.57600021362305","4.83699989318848","4.5310001373291","4.34800004959106","3.9300000667572","3.8970000743866","3.86199998855591",
"Azerbaijan","AZE","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7760009765625","43.6049995422363","43.4620018005371","43.298999786377","43.1650009155273","42.8339996337891","42.5589981079102","42.2999992370605","42.3059997558594","41.0099983215332","39.9500007629395","40.189998626709","38.2000007629395","39.5439987182617","39.3160018920898","39.5499992370605","38.5460014343262","39.5900001525879","38.1240005493164","38.2299995422363","37.8800010681152","37.6500015258789","37.0999984741211","36.7540016174316","36.3600006103516","36.3400001525879","36.3499984741211","36.1259994506836","35.898998260498",
"Burundi","BDI","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.2600021362305","91.3349990844727","91.495002746582","91.5739974975586","91.9869995117188","92.5530014038086","92.556999206543","92.2099990844727","92.1880035400391","92.120002746582","92.1330032348633","92.1849975585938","92.0289993286133","92.5479965209961","92.1050033569336","92","91.7610015869141","91.8119964599609","91.7679977416992","91.7279968261719","91.6320037841797","91.5449981689453","91.5660018920898","91.3580017089844","91.6460037231445","91.75","91.8600006103516","91.9570007324219","92.0419998168945",
"Belgium","BEL","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9210000038147","2.89599990844727","2.63199996948242","2.88800001144409","2.67799997329712","2.74499988555908","2.65700006484985","2.23799991607666","2.39299988746643","1.90799999237061","1.37999999523163","1.78999996185303","1.72099995613098","2.21900010108948","2.03900003433228","1.9539999961853","1.85599994659424","1.55299997329712","1.48699998855591","1.35199999809265","1.30099999904633","1.17200005054474","1.36000001430511","1.21800005435944","1.17700004577637","1.25100004673004","1.16400003433228","1.15199995040894","1.13999998569489",
"Benin","BEN","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.568000793457","47.4309997558594","47.3089981079102","46.0709991455078","45.6749992370605","45.7980003356934","45.4469985961914","45.4469985961914","45.0970001220703","44.6510009765625","44.4049987792969","44.4039993286133","44.2130012512207","44.3429985046387","44.4500007629395","44.3880004882813","43.992000579834","43.6669998168945","43.7070007324219","43.6720008850098","43.6129989624023","43.3030014038086","42.6139984130859","42.1570014953613","42.2019996643066","42.1129989624023","41.7820014953613","41.4010009765625","40.984001159668",
"Burkina Faso","BFA","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.6829986572266","88.7490005493164","88.7750015258789","89.1380004882813","87.9619979858398","86.6520004272461","85.0800018310547","83.5970001220703","81.6149978637695","79.879997253418","78.1179962158203","75.9120025634766","73.0699996948242","70.0329971313477","67.0820007324219","63.3460006713867","59.3699989318848","56.4519996643066","52.2410011291504","47.9570007324219","43.7290000915527","39.2140007019043","34.5859985351563","30.3770008087158","30.048999786377","29.6520004272461","29.1550006866455","28.6889991760254","28.3059997558594",
"Bangladesh","BGD","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5110015869141","68.8960037231445","67.9889984130859","67.0820007324219","66.0130004882813","64.6269989013672","64.8980026245117","65.0179977416992","65.0289993286133","64.806999206543","62.3409996032715","59.798999786377","57.0620002746582","54.2620010375977","51.2859992980957","48.076000213623","47.8819999694824","47.7039985656738","47.5379981994629","47.3059997558594","46.5740013122559","45.7719993591309","45.0219993591309","44.2910003662109","43.435001373291","42.6640014648438","40.5970001220703","40.1500015258789","39.7120018005371",
"Bulgaria","BGR","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5419998168945","18.7290000915527","18.0610008239746","17.367000579834","16.6480007171631","15.9820003509521","15.2229995727539","14.5509996414185","13.8520002365112","13.1960000991821","9.69400024414063","10.7049999237061","11.1400003433228","10.7449998855591","8.93900012969971","8.10799980163574","7.54400014877319","7.47300004959106","7.09200000762939","6.81500005722046","6.77899980545044","6.44000005722046","6.65999984741211","7.00799989700317","6.85599994659424","6.75299978256226","7.01399993896484","6.94399976730347","6.8730001449585",
"Bahrain","BHR","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43400001525879","2.3199999332428","2.20799994468689","2.11199998855591","2.02500009536743","1.94500005245209","1.86300003528595","1.76600003242493","1.70000004768372","1.64999997615814","1.56900000572205","1.51800000667572","1.4650000333786","1.40199995040894","1.34899997711182","1.29499995708466","1.23599994182587","1.19000005722046","1.13100004196167","1.08399999141693","1.10300004482269","1.10099995136261","1.10099995136261","1.09599995613098","1.07500004768372","1.05799996852875","1.04700005054474","1.03699994087219","1.02699995040894",
"Bahamas, The","BHS","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25400018692017","5.25299978256226","5.45900011062622","5.43200016021729","4.34000015258789","4.99499988555908","3.84200000762939","3.53399991989136","4.02799987792969","4.11199998855591","4.19799995422363","3.70799994468689","2.99799990653992","4.43400001525879","3.49200010299683","2.50200009346008","2.3050000667572","2.93300008773804","2.88100004196167","2.84899997711182","2.81800007820129","2.78500008583069","2.75799989700317","2.72900009155273","2.70000004768372","2.67400002479553","2.64499998092651","2.61299991607666","2.58299994468689",
"Bosnia and Herzegovina","BIH","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2180004119873","19.0340003967285","18.8990001678467","18.8810005187988","18.9150009155273","19.2639999389648","19.3090000152588","19.2210006713867","19.1569995880127","19.0349998474121","18.9020004272461","18.7700004577637","18.6259994506836","18.4990005493164","18.382999420166","18.2430000305176","18.0960006713867","17.9669990539551","17.8150005340576","17.6580009460449","17.511999130249","17.3659992218018","17.2229995727539","17.0779991149902","16.9290008544922","16.7800006866455","16.6420001983643","16.5030002593994","16.3640003204346",
"Belarus","BLR","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2609996795654","12.1639995574951","12.0579996109009","11.9750003814697","11.8760004043579","11.7690000534058","11.6420001983643","11.5229997634888","11.4130001068115","11.2959995269775","11.1899995803833","11.0799999237061","10.9659996032715","10.8500003814697","10.7349996566772","10.6169996261597","10.5050001144409","10.3859996795654","10.2829999923706","10.173999786377","10.0970001220703","9.98999977111816","9.86900043487549","9.76900005340576","9.69900035858154","9.72599983215332","10.6960000991821","10.58899974823","10.4829998016357",
"Belize","BLZ","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1790008544922","24.0949993133545","23.9379997253418","23.1119995117188","27.1499996185303","28.6800003051758","29.9099998474121","25.0200004577637","27.4729995727539","26.0769996643066","24.7040004730225","23.3619995117188","22.0879993438721","20.8040008544922","19.5590000152588","19.2919998168945","19.0359992980957","18.7709999084473","18.5480003356934","18.3120002746582","18.0599994659424","17.8430004119873","17.8589992523193","16.8810005187988","15.9350004196167","15.0509996414185","17.7329998016357","17.5849990844727","17.4370002746582",
"Bermuda","BMU","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.076000213623","41.0730018615723","40.8800010681152","40.7050018310547","40.5379981994629","40.3499984741211","40.1430015563965","39.8559989929199","39.9500007629395","38.9389991760254","44.2039985656738","42.3899993896484","35.0870018005371","35.0870018005371","36.4370002746582","37.4099998474121","34.1629981994629","31.2040004730225","30.0860004425049","29.9810009002686","29.7849998474121","27.7910003662109","29.2280006408691","30.8519992828369","27.8479995727539","29.2290000915527","28.1860008239746","28.0729999542236","27.9610004425049",
"Brazil","BRA","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4340000152588","22.2439994812012","22.0349998474121","21.8339996337891","21.5970001220703","20.5620002746582","20.3139991760254","19.6620006561279","20.1499996185303","20.0100002288818","19.8819999694824","19.9759998321533","20.1259994506836","20.5909996032715","20.0739994049072","19.0690002441406","18.132999420166","17.2940006256104","16.8810005187988","16.1399993896484","15.4340000152588","11.496000289917","11.1990003585815","10.371000289917","10.2419996261597","10.1820001602173","9.5019998550415","9.39200019836426","9.2790002822876",
"Barbados","BRB","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.62599992752075","5.56500005722046","5.50500011444092","5.44500017166138","5.38600015640259","5.32800006866455","5.26999998092651","4.69500017166138","4.18100023269653","3.72000002861023","3.62100005149841","3.52500009536743","3.43099999427795","3.33999991416931","3.25099992752075","3.16400003433228","3.0789999961853","2.99699997901917","2.91700005531311","2.83899998664856","3.2720000743866","2.77500009536743","2.69600009918213","2.70600008964539","2.89199995994568","2.85800004005432","2.82599997520447","2.79500007629395","2.76399993896484",
"Brunei Darussalam","BRN","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.03200006484985","1.91199994087219","1.79799997806549","1.68900001049042","1.58200001716614","1.50199997425079","1.42400002479553","1.33899998664856","1.28400003910065","1.23099994659424","1.15400004386902","1.08899998664856","1.03400003910065","0.984000027179718","0.935999989509583","0.88400000333786","0.833000004291534","0.788999974727631","0.735000014305115","0.694999992847443","0.658999979496002","0.620000004768372","0.583000004291534","0.550000011920929","0.74099999666214","1.00300002098083","1.35800004005432","1.33800005912781","1.32000005245209",
