year,country,b_proj,proj_prec,initial_prec,final_prec,abs_diff_proj_prec,grate_proj_prec,abs_diff_b50proj_prec,grate_b50proj_prec,gdp_proj_prec,abs_diff_gdpproj_prec,grate_gdpproj_prec,gdp_proj_temp,abs_diff_gdpproj_temp,grate_gdpproj_temp,tot_eff_b50,tot_eff_gdp,mean_gdp_grate_prec,med_gdp_grate_prec,mean_b50_grate_prec,med_b50_grate_prec,mean_gdp_grate_temp,med_gdp_grate_temp,mean_gdp_grate_tot,med_gdp_grate_tot,quadrant_med_prec,quadrant_mean_prec
2010,AE,0.0889300003,0.130328,0.130328,0.0753736863733894,-0.0549543136266106,-0.4216616047711206,0.0015837338032376191,0.01780876867080837,99075.5841165,-90646.02951418067,-0.9149179419178869,99075.5841165,-98916.95573322772,-0.9983989154877375,0.01780876867080837,-0.9983989154877375,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.1,0.0889300003,0.130328,0.130328,0.10420649558135768,-0.02612150441864232,-0.20042895171139216,7.453330084529475e-4,0.008381120048786814,99075.5841165,-90617.46956664245,-0.9146296776821229,99075.5841165,-99045.57613118405,-0.9996971202785878,0.008381120048786814,-0.9996971202785878,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.2,0.0889300003,0.130328,0.130328,0.28888793108914645,0.15855993108914646,1.2166221463472657,-0.004179630598682607,-0.046999106989574664,99075.5841165,-90488.71422676876,-0.913330110881464,99075.5841165,-98927.92083753744,-0.9985095896200932,-0.046999106989574664,-0.9985095896200932,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.3,0.0889300003,0.130328,0.130328,0.28019308073166993,0.14986508073166993,1.1499070094812314,-0.003966593784256622,-0.044603550780114215,99075.5841165,-90493.64101455978,-0.913379838448906,99075.5841165,-99057.48020072095,-0.9998172716725267,-0.044603550780114215,-0.9998172716725267,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.4,0.0889300003,0.130328,0.130328,0.07809775399383341,-0.05223024600616659,-0.40075997488004567,0.0015039029112568908,0.016911086317143425,99075.5841165,-90643.12312884287,-0.9148886068868223,99075.5841165,-99009.18034163838,-0.9993297665065134,0.016911086317143425,-0.9993297665065134,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.5,0.0889300003,0.130328,0.130328,0.13448517774188337,0.004157177741883372,0.03189780969464254,-1.1725413289050135e-4,-0.0013184991846952837,99075.5841165,-90591.37708060612,-0.9143663182856681,99075.5841165,-98812.67037659488,-0.9973463316694053,-0.0013184991846952837,-0.9973463316694053,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.6,0.0889300003,0.130328,0.130328,0.15797030680695615,0.027642306806956146,0.2120979897409317,-7.722915399676761e-4,-0.00868426332353983,99075.5841165,-90573.03232214783,-0.9141811590597914,99075.5841165,-99071.75284125587,-0.999961329773846,-0.00868426332353983,-0.999961329773846,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.7,0.0889300003,0.130328,0.130328,0.05581990407865675,-0.07450809592134325,-0.5716967644814871,0.0021597103371873705,0.024285509163406247,99075.5841165,-90668.6702705895,-0.9151464619575186,99075.5841165,-99068.21701331864,-0.9999256415872079,0.024285509163406247,-0.9999256415872079,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.8,0.0889300003,0.130328,0.130328,0.08359868269410674,-0.04672931730589326,-0.35855163361590187,0.001343059496796542,0.015102434412074796,99075.5841165,-90637.40361660875,-0.9148308781105035,99075.5841165,-99075.26584492456,-0.9999967875882008,0.015102434412074796,-0.9999967875882008,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.9,0.0889300003,0.130328,0.130328,0.1359881018007478,0.005660101800747802,0.04342966822745536,-1.595494122446084e-4,-0.0017941011099334087,99075.5841165,-90590.1595267897,-0.9143540291447332,99075.5841165,-99073.18789298387,-0.9999758141873449,-0.0017941011099334087,-0.9999758141873449,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.10,0.0889300003,0.130328,0.130328,0.04074147655940401,-0.08958652344059599,-0.6873927585829291,0.0026058638672519924,0.029302416040270632,99075.5841165,-90689.13038326659,-0.9153529720968182,99075.5841165,-99057.6490032696,-0.9998189754479841,0.029302416040270632,-0.9998189754479841,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.11,0.0889300003,0.130328,0.130328,0.33899943317942643,0.20867143317942644,1.6011251087980054,-0.005369868940380398,-0.060383098192572454,99075.5841165,-90461.67081316227,-0.9130571534838605,99075.5841165,-99065.55109480197,-0.9998987336608963,-0.060383098192572454,-0.9998987336608963,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.12,0.0889300003,0.130328,0.130328,0.29591771802684375,0.16558971802684375,1.2705613377543103,-0.004350466484612542,-0.04892012223025419,99075.5841165,-90484.78476385672,-0.9132904496173182,99075.5841165,-99067.98639753049,-0.9999233139119263,-0.04892012223025419,-0.9999233139119263,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.13,0.0889300003,0.130328,0.130328,0.34675737496212417,0.21642937496212417,1.6606513946513732,-0.005548383216749692,-0.06239045539224732,99075.5841165,-90457.67217315121,-0.9130167939942171,99075.5841165,-99075.28751626796,-0.99999700632366,-0.06239045539224732,-0.99999700632366,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.14,0.0889300003,0.130328,0.130328,0.12213824453706691,-0.008189755462933088,-0.06283956987702632,2.3211020756301604e-4,0.0026100326861577218,99075.5841165,-90601.63666842855,-0.9144698714255654,99075.5841165,-98564.51174717423,-0.994841591156053,0.0026100326861577218,-0.994841591156053,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AE.15,0.0889300003,0.130328,0.130328,0.31599960393907484,0.18567160393907484,1.424648609194301,-0.004831552876984543,-0.05432984213072743,99075.5841165,-90473.81121505999,-0.9131796902521873,99075.5841165,-98833.4909949945,-0.9975564805025945,-0.05432984213072743,-0.9975564805025945,-0.9141494970778364,-0.9143601737152006,-0.013438854499688175,-0.001556300147314346,-0.9990621668359111,-0.9998181235602555,-0.9990621668359111,-0.9998181235602555,3,3
2010,AL,0.20168666666666665,1.222902,1.222902,0.6354128215224706,-0.5874891784775294,-0.4804057712535668,9.586402472399336e-4,0.004753116619376262,6632.126394,73808.11697753608,11.128876712046582,6632.126394,-408.69436903427413,-0.061623428860465436,0.004753116619376262,-0.061623428860465436,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.1,0.20168666666666665,1.222902,1.222902,0.650871022642478,-0.572030977357522,-0.4677651826209475,9.142253037467685e-4,0.004532899069910927,6632.126394,75305.04768101322,11.354585725196785,6632.126394,-515.2431981126219,-0.07768898954922751,0.004532899069910927,-0.07768898954922751,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.2,0.20168666666666665,1.222902,1.222902,0.8013463634684056,-0.42155563653159434,-0.3447174315943505,5.250681585949601e-4,0.002603385574628765,6632.126394,88548.28687168694,13.351417269700326,6632.126394,49.27555463954195,0.007429827435755886,0.002603385574628765,0.007429827435755886,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.3,0.20168666666666665,1.222902,1.222902,0.8076944894519458,-0.41520751054805416,-0.33952639749387453,5.106066108150897e-4,0.002531682531394026,6632.126394,89047.86222618909,13.426743842932419,6632.126394,-1067.0896460012773,-0.16089706115472402,0.002531682531394026,-0.16089706115472402,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.4,0.20168666666666665,1.222902,1.222902,0.6427317446827748,-0.5801702553172251,-0.4744208900772303,9.375230352230146e-4,0.004648413555133448,6632.126394,74519.66495734312,11.236164772848737,6632.126394,-1564.609265709656,-0.23591366822036716,0.004648413555133448,-0.23591366822036716,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.5,0.20168666666666665,1.222902,1.222902,0.5785836291174866,-0.6443183708825133,-0.5268765370262812,0.0011275085779625382,0.005590397206702831,6632.126394,68122.72894698713,10.271627061965662,6632.126394,9.399671061804838,0.0014172937159805338,0.005590397206702831,0.0014172937159805338,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.6,0.20168666666666665,1.222902,1.222902,0.5201618083885982,-0.7027401916114018,-0.5746496380015748,0.0013083612646989096,0.00648709845981676,6632.126394,62017.72645355178,9.351107438130013,6632.126394,-2625.9005635521667,-0.3959364474609207,0.00648709845981676,-0.3959364474609207,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.7,0.20168666666666665,1.222902,1.222902,0.8075147004878894,-0.4153872995121105,-0.3396734157864739,5.110138002455966e-4,0.002533701452313473,6632.126394,89033.78499479662,13.42462126103995,6632.126394,10718.242376019414,1.6161094857474476,0.002533701452313473,1.6161094857474476,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.8,0.20168666666666665,1.222902,1.222902,1.159369421298977,-0.06353257870102302,-0.05195230582746862,1.7322547065407035e-5,8.588840973824267e-5,6632.126394,107635.39938777176,16.229395067794265,6632.126394,8707.93385760731,1.3129927477686893,8.588840973824267e-5,1.3129927477686893,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.9,0.20168666666666665,1.222902,1.222902,0.8517194956240767,-0.37118250437592326,-0.30352596068689336,4.1518163245060635e-4,0.0020585477429541188,6632.126394,92366.62618449586,13.927151066972845,6632.126394,7939.01963855661,1.197054936368363,0.0020585477429541188,1.197054936368363,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.10,0.20168666666666665,1.222902,1.222902,0.47825601035245846,-0.7446459896475415,-0.6089171410689831,0.0014408951139457393,0.007144225931043563,6632.126394,57505.95080343883,8.670816475310803,6632.126394,-1252.6641872051487,-0.18887821383175357,0.007144225931043563,-0.18887821383175357,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.11,0.20168666666666665,1.222902,1.222902,0.5635580445990865,-0.6593439554009134,-0.5391633633773707,0.001173430644363621,0.005818087351817776,6632.126394,66575.69633786402,10.038363623180373,6632.126394,-5775.085246441033,-0.8707743042511492,0.005818087351817776,-0.8707743042511492,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.12,0.20168666666666665,1.222902,1.222902,0.5061262207714279,-0.716775779228572,-0.5861269171434604,0.0013525746859352483,0.006706316824456658,6632.126394,60517.627992306334,9.124920786650849,6632.126394,-6007.247895330132,-0.9057800678775985,0.006706316824456658,-0.9057800678775985,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.13,0.20168666666666665,1.222902,1.222902,1.3213493202483153,0.09844732024831537,0.08050303315254646,2.059577320287498e-5,1.0211767363339989e-4,6632.126394,109746.50128825399,16.54770955323473,6632.126394,-2968.731295600592,-0.447628877864325,1.0211767363339989e-4,-0.447628877864325,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.14,0.20168666666666665,1.222902,1.222902,0.9893511022900707,-0.2335508977099292,-0.19098087803432265,1.759566766710019e-4,8.724259247231774e-4,6632.126394,100981.53570194062,15.226117492769337,6632.126394,14024.605107075247,2.114646837817073,8.724259247231774e-4,2.114646837817073,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AL.15,0.20168666666666665,1.222902,1.222902,0.7876139322952063,-0.43528806770479367,-0.3559468115227497,5.569388339308756e-4,0.0027614063097752737,6632.126394,87449.97022918695,13.185811764429252,6632.126394,1435.011337845036,0.21637273667511409,0.0027614063097752737,0.21637273667511409,12.280964369637683,12.270198744813019,0.0037018569148386687,0.0036471526898431,0.19505642540361828,-0.06965620920484647,0.19505642540361828,-0.06965620920484647,1,1
2010,AO,0.121610406555,1.041238,1.041238,1.1780434754658275,0.13680547546582744,0.13138732495916153,1.329203714621613e-4,0.0010930016207292771,4261.35951385,30951.476057267195,7.2632867413957145,4261.35951385,-3476.5735333793036,-0.8158367117536,0.0010930016207292771,-0.8158367117536,6.660991580647152,7.1228525411221195,-0.005229404125231195,-0.003077651758950316,-0.6837974970966229,-0.8318225506378847,-0.6837974970966229,-0.8318225506378847,4,4
2010,AO.1,0.121610406555,1.041238,1.041238,0.8264482436870193,-0.2147897563129808,-0.2062830556635282,-6.419352802922718e-4,-0.005278621283137867,4261.35951385,19592.63038377699,4.597741711324347,4261.35951385,-4072.2139903280995,-0.9556138075402575,-0.005278621283137867,-0.9556138075402575,6.660991580647152,7.1228525411221195,-0.005229404125231195,-0.003077651758950316,-0.6837974970966229,-0.8318225506378847,-0.6837974970966229,-0.8318225506378847,4,4
2010,AO.2,0.121610406555,1.041238,1.041238,1.3884431397540944,0.3472051397540943,0.33345415721870914,-1.1845039143694447e-4,-9.74015257348668e-4,4261.35951385,33193.42317607193,7.789397507576812,4261.35951385,-1477.4318484599535,-0.34670434251278215,-9.74015257348668e-4,-0.34670434251278215,6.660991580647152,7.1228525411221195,-0.005229404125231195,-0.003077651758950316,-0.6837974970966229,-0.8318225506378847,-0.6837974970966229,-0.8318225506378847,4,4
